join_date,group,city,state,country
2016/11/18,houston machine learning,Houston,TX,us
2017/5/9,houston machine learning,Houston,TX,us
2016/12/30,houston machine learning,Houston,TX,us
2016/7/18,houston machine learning,Houston,TX,us
2017/5/25,houston machine learning,Houston,TX,us
2016/7/11,houston machine learning,Houston,TX,us
2017/3/22,houston machine learning,Houston,TX,us
2016/12/9,houston machine learning,Houston,TX,us
2016/9/30,houston machine learning,Houston,TX,us
2017/7/6,houston machine learning,Katy,TX,us
2017/3/6,houston machine learning,Orizaba,,mx
2017/2/8,houston machine learning,Houston,TX,us
2017/6/9,houston machine learning,Houston,TX,us
2016/12/20,houston machine learning,Houston,TX,us
2016/8/24,houston machine learning,Spring,TX,us
2016/10/13,houston machine learning,Houston,TX,us
2016/9/17,houston machine learning,Cold Spring Harbor,NY,us
2017/4/11,houston machine learning,Kenmore,WA,us
2017/8/24,houston machine learning,Houston,TX,us
2017/3/25,houston machine learning,Houston,TX,us
2017/4/1,houston machine learning,Houston,TX,us
2017/5/3,houston machine learning,Houston,TX,us
2017/3/4,houston machine learning,Houston,TX,us
2017/9/26,houston machine learning,Houston,TX,us
2016/7/23,houston machine learning,Sugar Land,TX,us
2017/10/12,houston machine learning,Houston,TX,us
2017/8/8,houston machine learning,Colorado Springs,CO,us
2016/10/11,houston machine learning,Houston,TX,us
2017/4/10,houston machine learning,Houston,TX,us
2017/9/23,houston machine learning,Houston,TX,us
2016/8/16,houston machine learning,Houston,TX,us
2016/11/1,houston machine learning,Houston,TX,us
2016/7/11,houston machine learning,Houston,TX,us
2016/11/29,houston machine learning,Houston,TX,us
2017/4/18,houston machine learning,Houston,TX,us
2017/8/8,houston machine learning,Houston,TX,us
2016/12/15,houston machine learning,Houston,TX,us
2017/9/23,houston machine learning,Pearland,TX,us
2017/4/18,houston machine learning,Houston,TX,us
2016/7/14,houston machine learning,Houston,TX,us
2017/8/18,houston machine learning,Houston,TX,us
2017/6/13,houston machine learning,Houston,TX,us
2016/10/2,houston machine learning,Austin,TX,us
2016/8/14,houston machine learning,Houston,TX,us
2017/8/6,houston machine learning,Houston,TX,us
2016/12/24,houston machine learning,Houston,TX,us
2017/5/25,houston machine learning,Houston,TX,us
2017/5/31,houston machine learning,Tel Aviv-Yafo,,il
2017/7/9,houston machine learning,Katy,TX,us
2017/9/29,houston machine learning,Houston,TX,us
2017/7/5,houston machine learning,Baltimore,MD,us
2016/7/20,houston machine learning,Garza García,,mx
2017/9/9,houston machine learning,Houston,TX,us
2017/9/25,houston machine learning,Katy,TX,us
2017/2/12,houston machine learning,Houston,TX,us
2017/5/23,houston machine learning,Houston,TX,us
2017/6/9,houston machine learning,Houston,TX,us
2017/3/25,houston machine learning,Houston,TX,us
2017/1/12,houston machine learning,Houston,TX,us
2017/9/27,houston machine learning,Arlington,TX,us
2017/8/15,houston machine learning,Houston,TX,us
2017/8/23,houston machine learning,Houston,TX,us
2017/7/16,houston machine learning,Houston,TX,us
2016/7/9,houston machine learning,Katy,TX,us
2016/12/3,houston machine learning,Houston,TX,us
2017/7/13,houston machine learning,Houston,TX,us
2017/4/8,houston machine learning,Houston,TX,us
2017/5/7,houston machine learning,Houston,TX,us
2017/7/30,houston machine learning,San Francisco,CA,us
2017/4/16,houston machine learning,San Jose,CA,us
2017/6/13,houston machine learning,Houston,TX,us
2017/7/24,houston machine learning,Houston,TX,us
2017/3/22,houston machine learning,Houston,TX,us
2017/10/9,houston machine learning,Houston,TX,us
2016/8/20,houston machine learning,Houston,TX,us
2017/7/27,houston machine learning,League City,TX,us
2017/4/8,houston machine learning,Houston,TX,us
2017/5/8,houston machine learning,Houston,TX,us
2016/7/21,houston machine learning,Houston,TX,us
2017/1/28,houston machine learning,Cypress,TX,us
2016/12/15,houston machine learning,Houston,TX,us
2017/4/12,houston machine learning,Austin,TX,us
2016/7/9,houston machine learning,Houston,TX,us
2017/3/16,houston machine learning,Houston,TX,us
2016/7/10,houston machine learning,Houston,TX,us
2017/3/8,houston machine learning,Stafford,TX,us
2016/8/28,houston machine learning,Houston,TX,us
2017/1/3,houston machine learning,Houston,TX,us
2016/9/26,houston machine learning,Houston,TX,us
2017/4/5,houston machine learning,Dallas,TX,us
2016/8/12,houston machine learning,Houston,TX,us
2016/7/21,houston machine learning,Houston,TX,us
2017/7/11,houston machine learning,Friendswood,TX,us
2016/7/9,houston machine learning,Houston,TX,us
2016/11/22,houston machine learning,Houston,TX,us
2016/11/30,houston machine learning,Houston,TX,us
2017/2/25,houston machine learning,Houston,TX,us
2017/2/12,houston machine learning,Lawtell,LA,us
2017/3/19,houston machine learning,Katy,TX,us
2017/4/5,houston machine learning,Houston,TX,us
2016/10/26,houston machine learning,Houston,TX,us
2016/7/9,houston machine learning,Houston,TX,us
2016/12/23,houston machine learning,Houston,TX,us
2017/9/6,houston machine learning,Houston,TX,us
2016/12/6,houston machine learning,Houston,TX,us
2016/10/5,houston machine learning,Houston,TX,us
2016/8/28,houston machine learning,Houston,TX,us
2016/8/13,houston machine learning,Houston,TX,us
2017/9/5,houston machine learning,Houston,TX,us
2017/4/17,houston machine learning,Houston,TX,us
2017/3/26,houston machine learning,Statesboro,GA,us
2017/6/14,houston machine learning,Houston,TX,us
2017/3/19,houston machine learning,Sugar Land,TX,us
2016/11/15,houston machine learning,Houston,TX,us
2017/2/16,houston machine learning,North Houston,TX,us
2016/7/9,houston machine learning,Katy,TX,us
2017/3/1,houston machine learning,Houston,TX,us
2016/7/10,houston machine learning,Houston,TX,us
2017/8/21,houston machine learning,Houston,TX,us
2016/11/15,houston machine learning,Houston,TX,us
2017/8/26,houston machine learning,Houston,TX,us
2016/8/11,houston machine learning,Houston,TX,us
2016/9/2,houston machine learning,Houston,TX,us
2017/9/13,houston machine learning,Houston,TX,us
2017/9/3,houston machine learning,Houston,TX,us
2017/1/9,houston machine learning,Houston,TX,us
2017/4/28,houston machine learning,Houston,TX,us
2017/7/25,houston machine learning,Houston,TX,us
2016/10/3,houston machine learning,Brussels,,be
2016/7/11,houston machine learning,Tomball,TX,us
2017/5/12,houston machine learning,Austin,TX,us
2017/8/4,houston machine learning,Houston,TX,us
2017/2/4,houston machine learning,Houston,TX,us
2017/2/27,houston machine learning,Houston,TX,us
2017/6/7,houston machine learning,Houston,TX,us
2016/12/27,houston machine learning,Houston,TX,us
2016/12/9,houston machine learning,Houston,TX,us
2016/10/8,houston machine learning,Houston,TX,us
2016/7/10,houston machine learning,Houston,TX,us
2017/5/16,houston machine learning,Houston,TX,us
2017/7/7,houston machine learning,Houston,TX,us
2017/1/10,houston machine learning,Houston,TX,us
2017/7/5,houston machine learning,League City,TX,us
2017/7/9,houston machine learning,Houston,TX,us
2017/5/28,houston machine learning,Houston,TX,us
2016/7/9,houston machine learning,Houston,TX,us
2016/12/10,houston machine learning,Houston,TX,us
2017/5/21,houston machine learning,Beaumont,TX,us
2016/8/13,houston machine learning,Bellaire,TX,us
2017/3/29,houston machine learning,Houston,TX,us
2017/2/25,houston machine learning,Houston,TX,us
2016/11/18,houston machine learning,Spring,TX,us
2016/7/11,houston machine learning,Cypress,TX,us
2017/3/28,houston machine learning,Spring,TX,us
2017/7/2,houston machine learning,Houston,TX,us
2016/7/21,houston machine learning,Houston,TX,us
2016/11/15,houston machine learning,Houston,TX,us
2016/11/15,houston machine learning,Humble,TX,us
2017/5/5,houston machine learning,Houston,TX,us
2017/9/23,houston machine learning,Richmond,TX,us
2016/7/20,houston machine learning,Houston,TX,us
2017/3/25,houston machine learning,Houston,TX,us
2017/4/11,houston machine learning,Katy,TX,us
2016/10/18,houston machine learning,Houston,TX,us
2017/3/21,houston machine learning,Houston,TX,us
2016/9/3,houston machine learning,Houston,TX,us
2016/10/4,houston machine learning,Houston,TX,us
2017/5/24,houston machine learning,Katy,TX,us
2017/1/4,houston machine learning,Houston,TX,us
2017/3/21,houston machine learning,Port Lavaca,TX,us
2017/3/4,houston machine learning,Houston,TX,us
2017/6/13,houston machine learning,Katy,TX,us
2017/5/4,houston machine learning,Houston,TX,us
2016/12/9,houston machine learning,Houston,TX,us
2016/7/9,houston machine learning,Houston,TX,us
2017/2/5,houston machine learning,Katy,TX,us
2017/2/20,houston machine learning,Pearland,TX,us
2016/11/6,houston machine learning,Houston,TX,us
2017/8/25,houston machine learning,Houston,TX,us
2017/3/25,houston machine learning,Houston,TX,us
2017/4/4,houston machine learning,Houston,TX,us
2017/2/20,houston machine learning,Austin,TX,us
2017/1/26,houston machine learning,Houston,TX,us
2017/5/18,houston machine learning,Houston,TX,us
2017/9/30,houston machine learning,Houston,TX,us
2017/7/18,houston machine learning,Houston,TX,us
2017/6/9,houston machine learning,Houston,TX,us
2017/5/31,houston machine learning,Houston,TX,us
2016/12/9,houston machine learning,Houston,TX,us
2017/5/17,houston machine learning,Houston,TX,us
2017/1/31,houston machine learning,Houston,TX,us
2017/8/13,houston machine learning,Houston,TX,us
2017/7/10,houston machine learning,Spring,TX,us
2016/8/3,houston machine learning,Cypress,TX,us
2016/11/5,houston machine learning,Houston,TX,us
2016/8/24,houston machine learning,Houston,TX,us
2017/4/10,houston machine learning,Houston,TX,us
2017/3/22,houston machine learning,Houston,TX,us
2016/8/20,houston machine learning,Houston,TX,us
2016/9/29,houston machine learning,Houston,TX,us
2017/10/7,houston machine learning,Houston,TX,us
2016/12/11,houston machine learning,Houston,TX,us
2017/6/24,houston machine learning,Houston,TX,us
2017/7/11,houston machine learning,Houston,TX,us
2016/8/22,houston machine learning,Houston,TX,us
2017/4/2,houston machine learning,Houston,TX,us
2016/11/29,houston machine learning,Katy,TX,us
2017/1/28,houston machine learning,Sugar Land,TX,us
2016/12/9,houston machine learning,Houston,TX,us
2017/7/9,houston machine learning,Houston,TX,us
2016/7/11,houston machine learning,Houston,TX,us
2017/2/26,houston machine learning,Houston,TX,us
2016/12/8,houston machine learning,Houston,TX,us
2016/8/20,houston machine learning,Houston,TX,us
2016/7/9,houston machine learning,Houston,TX,us
2017/5/20,houston machine learning,Houston,TX,us
2017/4/20,houston machine learning,Houston,TX,us
2017/8/12,houston machine learning,Houston,TX,us
2016/8/3,houston machine learning,Houston,TX,us
2017/5/22,houston machine learning,Houston,TX,us
2017/3/21,houston machine learning,Houston,TX,us
2016/12/19,houston machine learning,Katy,TX,us
2017/4/6,houston machine learning,League City,TX,us
2017/7/28,houston machine learning,Houston,TX,us
2016/11/28,houston machine learning,Cypress,TX,us
2017/7/2,houston machine learning,Houston,TX,us
2016/7/10,houston machine learning,Katy,TX,us
2016/11/20,houston machine learning,Houston,TX,us
2017/7/20,houston machine learning,Houston,TX,us
2016/12/3,houston machine learning,Katy,TX,us
2017/8/23,houston machine learning,Houston,TX,us
2017/5/21,houston machine learning,Houston,TX,us
2017/8/2,houston machine learning,Houston,TX,us
2017/3/25,houston machine learning,Houston,TX,us
2017/1/20,houston machine learning,Houston,TX,us
2017/1/15,houston machine learning,Houston,TX,us
2016/9/23,houston machine learning,Montgomery,TX,us
2016/7/21,houston machine learning,Houston,TX,us
2017/5/6,houston machine learning,Sugar Land,TX,us
2017/2/12,houston machine learning,Houston,TX,us
2016/7/10,houston machine learning,Houston,TX,us
2017/3/29,houston machine learning,Houston,TX,us
2017/10/10,houston machine learning,Rolla,MO,us
2017/7/12,houston machine learning,Austin,TX,us
2017/5/3,houston machine learning,Katy,TX,us
2016/12/23,houston machine learning,Houston,TX,us
2017/1/16,houston machine learning,Houston,TX,us
2016/8/30,houston machine learning,Houston,TX,us
2016/7/10,houston machine learning,Houston,TX,us
2016/10/10,houston machine learning,Houston,TX,us
2017/7/20,houston machine learning,Los Angeles,CA,us
2016/8/7,houston machine learning,Houston,TX,us
2016/10/23,houston machine learning,Houston,TX,us
2016/12/10,houston machine learning,Houston,TX,us
2017/5/18,houston machine learning,Houston,TX,us
2016/7/20,houston machine learning,Houston,TX,us
2017/9/1,houston machine learning,Houston,TX,us
2017/10/10,houston machine learning,Houston,TX,us
2017/3/10,houston machine learning,Houston,TX,us
2016/12/22,houston machine learning,Alameda,CA,us
2017/8/20,houston machine learning,Houston,TX,us
2016/10/27,houston machine learning,Houston,TX,us
2016/12/22,houston machine learning,Houston,TX,us
2016/10/19,houston machine learning,Houston,TX,us
2017/9/9,houston machine learning,Houston,TX,us
2016/7/9,houston machine learning,Houston,TX,us
2017/9/21,houston machine learning,Houston,TX,us
2017/7/5,houston machine learning,Houston,TX,us
2016/8/4,houston machine learning,Houston,TX,us
2017/6/7,houston machine learning,Houston,TX,us
2016/8/2,houston machine learning,Houston,TX,us
2016/7/9,houston machine learning,Houston,TX,us
2016/8/9,houston machine learning,Houston,TX,us
2017/8/5,houston machine learning,Houston,TX,us
2016/12/4,houston machine learning,San Antonio,TX,us
2017/7/14,houston machine learning,Montgomery,TX,us
2016/12/26,houston machine learning,Houston,TX,us
2016/8/9,houston machine learning,Houston,TX,us
2017/3/25,houston machine learning,Bellevue,WA,us
2016/11/17,houston machine learning,Humble,TX,us
2016/12/23,houston machine learning,Austin,TX,us
2016/7/16,houston machine learning,Houston,TX,us
2016/11/29,houston machine learning,Humble,TX,us
2016/12/25,houston machine learning,Houston,TX,us
2017/6/28,houston machine learning,Katy,TX,us
2017/3/31,houston machine learning,Katy,TX,us
2016/11/20,houston machine learning,Katy,TX,us
2016/9/17,houston machine learning,Durham,NC,us
2017/7/5,houston machine learning,Pearland,TX,us
2017/9/6,houston machine learning,Houston,TX,us
2017/5/20,houston machine learning,Houston,TX,us
2017/4/7,houston machine learning,Houston,TX,us
2017/6/14,houston machine learning,Katy,TX,us
2016/7/11,houston machine learning,Houston,TX,us
2016/8/9,houston machine learning,Houston,TX,us
2017/4/17,houston machine learning,Houston,TX,us
2016/7/10,houston machine learning,Houston,TX,us
2017/1/11,houston machine learning,Houston,TX,us
2017/2/28,houston machine learning,College Station,TX,us
2017/1/20,houston machine learning,Athens,GA,us
2016/8/25,houston machine learning,Beijing,,cn
2016/7/13,houston machine learning,Houston,TX,us
2016/12/1,houston machine learning,Houston,TX,us
2017/9/7,houston machine learning,Houston,TX,us
2016/10/7,houston machine learning,Houston,TX,us
2016/9/7,houston machine learning,Houston,TX,us
2017/3/31,houston machine learning,Houston,TX,us
2016/12/9,houston machine learning,Houston,TX,us
2017/1/21,houston machine learning,Houston,TX,us
2017/8/7,houston machine learning,Houston,TX,us
2017/4/4,houston machine learning,Houston,TX,us
2017/3/16,houston machine learning,Sugar Land,TX,us
2017/4/18,houston machine learning,Spring,TX,us
2017/5/26,houston machine learning,Spring,TX,us
2017/7/30,houston machine learning,Houston,TX,us
2016/8/5,houston machine learning,Houston,TX,us
2016/7/16,houston machine learning,Spring,TX,us
2017/2/9,houston machine learning,Houston,TX,us
2016/9/9,houston machine learning,Houston,TX,us
2016/10/1,houston machine learning,Houston,TX,us
2017/9/9,houston machine learning,Houston,TX,us
2016/12/28,houston machine learning,Sugar Land,TX,us
2017/4/16,houston machine learning,Houston,TX,us
2017/8/1,houston machine learning,Houston,TX,us
2017/7/11,houston machine learning,Houston,TX,us
2017/6/1,houston machine learning,Houston,TX,us
2017/3/8,houston machine learning,Houston,TX,us
2017/9/7,houston machine learning,Houston,TX,us
2017/1/7,houston machine learning,Spring,TX,us
2017/5/27,houston machine learning,Houston,TX,us
2017/9/23,houston machine learning,San Francisco,CA,us
2016/10/27,houston machine learning,Houston,TX,us
2017/10/7,houston machine learning,Houston,TX,us
2017/10/10,houston machine learning,Houston,TX,us
2017/10/8,houston machine learning,Houston,TX,us
2017/9/8,houston machine learning,Houston,TX,us
2017/1/13,houston machine learning,Houston,TX,us
2016/12/13,houston machine learning,Houston,TX,us
2017/8/30,houston machine learning,Houston,TX,us
2016/9/29,houston machine learning,Hamakita,,jp
2017/1/6,houston machine learning,Houston,TX,us
2017/3/23,houston machine learning,Houston,TX,us
2017/6/27,houston machine learning,Houston,TX,us
2017/6/14,houston machine learning,Houston,TX,us
2017/7/2,houston machine learning,Houston,TX,us
2017/10/4,houston machine learning,Vólos,,gr
2017/5/2,houston machine learning,Tomball,TX,us
2016/10/24,houston machine learning,Houston,TX,us
2016/12/18,houston machine learning,Houston,TX,us
2017/10/11,houston machine learning,Houston,TX,us
2017/5/18,houston machine learning,Houston,TX,us
2016/11/1,houston machine learning,Houston,TX,us
2017/6/11,houston machine learning,Houston,TX,us
2016/9/22,houston machine learning,Fort Worth,TX,us
2017/4/3,houston machine learning,Houston,TX,us
2017/1/16,houston machine learning,Houston,TX,us
2016/8/15,houston machine learning,Houston,TX,us
2017/8/2,houston machine learning,Spring,TX,us
2016/8/20,houston machine learning,Houston,TX,us
2017/7/5,houston machine learning,Houston,TX,us
2017/5/7,houston machine learning,Houston,TX,us
2016/11/4,houston machine learning,Houston,TX,us
2017/6/15,houston machine learning,Houston,TX,us
2017/9/17,houston machine learning,Houston,TX,us
2017/8/7,houston machine learning,Dallas,TX,us
2016/7/10,houston machine learning,Cypress,TX,us
2017/4/14,houston machine learning,Kapra,,in
2017/8/14,houston machine learning,Houston,TX,us
2016/11/29,houston machine learning,Houston,TX,us
2016/7/10,houston machine learning,Houston,TX,us
2017/6/19,houston machine learning,Houston,TX,us
2017/5/8,houston machine learning,Houston,TX,us
2016/7/17,houston machine learning,Houston,TX,us
2016/11/11,houston machine learning,Houston,TX,us
2017/7/21,houston machine learning,Houston,TX,us
2017/8/18,houston machine learning,Houston,TX,us
2016/10/4,houston machine learning,Houston,TX,us
2016/12/4,houston machine learning,Houston,TX,us
2017/7/21,houston machine learning,Houston,TX,us
2017/9/13,houston machine learning,Houston,TX,us
2017/5/19,houston machine learning,Houston,TX,us
2017/9/28,houston machine learning,Houston,TX,us
2016/8/7,houston machine learning,Houston,TX,us
2017/2/21,houston machine learning,Houston,TX,us
2016/10/11,houston machine learning,Houston,TX,us
2016/7/17,houston machine learning,Houston,TX,us
2017/2/15,houston machine learning,Houston,TX,us
2016/11/5,houston machine learning,Katy,TX,us
2016/10/8,houston machine learning,Houston,TX,us
2017/6/24,houston machine learning,Houston,TX,us
2016/8/11,houston machine learning,Houston,TX,us
2017/1/1,houston machine learning,Houston,TX,us
2016/11/17,houston machine learning,Spring,TX,us
2016/10/8,houston machine learning,Houston,TX,us
2017/6/10,houston machine learning,Houston,TX,us
2017/7/13,houston machine learning,Houston,TX,us
2016/7/10,houston machine learning,Pearland,TX,us
2016/12/26,houston machine learning,Houston,TX,us
2016/8/19,houston machine learning,Houston,TX,us
2017/2/7,houston machine learning,Houston,TX,us
2017/8/19,houston machine learning,Houston,TX,us
2017/7/13,houston machine learning,Houston,TX,us
2016/10/1,houston machine learning,Bellaire,TX,us
2017/7/13,houston machine learning,Houston,TX,us
2016/12/3,houston machine learning,Sugar Land,TX,us
2016/11/18,houston machine learning,Sugar Land,TX,us
2017/7/17,houston machine learning,Houston,TX,us
2017/9/30,houston machine learning,Houston,TX,us
2017/1/27,houston machine learning,Houston,TX,us
2017/3/23,houston machine learning,Houston,TX,us
2017/2/2,houston machine learning,Houston,TX,us
2017/6/20,houston machine learning,Houston,TX,us
2017/7/12,houston machine learning,Pearland,TX,us
2016/12/17,houston machine learning,Houston,TX,us
2016/12/22,houston machine learning,Houston,TX,us
2017/6/19,houston machine learning,Houston,TX,us
2016/12/14,houston machine learning,Katy,TX,us
2017/1/3,houston machine learning,Houston,TX,us
2016/9/13,houston machine learning,Paris,,fr
2017/2/23,houston machine learning,Houston,TX,us
2017/3/22,houston machine learning,Houston,TX,us
2016/7/10,houston machine learning,Houston,TX,us
2017/3/2,houston machine learning,Cypress,TX,us
2017/5/13,houston machine learning,Houston,TX,us
2017/2/14,houston machine learning,Houston,TX,us
2017/6/25,houston machine learning,Sugar Land,TX,us
2016/12/9,houston machine learning,Houston,TX,us
2016/11/16,houston machine learning,Houston,TX,us
2017/6/17,houston machine learning,Houston,TX,us
2016/7/18,houston machine learning,Houston,TX,us
2017/3/23,houston machine learning,Houston,TX,us
2017/5/19,houston machine learning,Houston,TX,us
2017/8/8,houston machine learning,Houston,TX,us
2017/5/28,houston machine learning,Houston,TX,us
2016/7/9,houston machine learning,Houston,TX,us
2017/10/11,houston machine learning,Houston,TX,us
2017/9/29,houston machine learning,Houston,TX,us
2017/8/31,houston machine learning,Cypress,TX,us
2016/7/10,houston machine learning,Houston,TX,us
2017/2/11,houston machine learning,Houston,TX,us
2016/8/6,houston machine learning,Houston,TX,us
2017/3/8,houston machine learning,Houston,TX,us
2017/7/7,houston machine learning,Houston,TX,us
2017/7/5,houston machine learning,Houston,TX,us
2016/12/16,houston machine learning,Houston,TX,us
2017/9/26,houston machine learning,Houston,TX,us
2017/1/4,houston machine learning,Houston,TX,us
2017/2/27,houston machine learning,Houston,TX,us
2017/3/14,houston machine learning,Austin,TX,us
2017/5/17,houston machine learning,Galveston,TX,us
2016/7/9,houston machine learning,Houston,TX,us
2017/5/23,houston machine learning,Houston,TX,us
2017/3/15,houston machine learning,Houston,TX,us
2017/7/23,houston machine learning,Houston,TX,us
2016/7/15,houston machine learning,Katy,TX,us
2017/8/8,houston machine learning,Houston,TX,us
2016/11/19,houston machine learning,Houston,TX,us
2016/7/23,houston machine learning,Houston,TX,us
2017/3/29,houston machine learning,Houston,TX,us
2016/7/26,houston machine learning,Houston,TX,us
2016/7/10,houston machine learning,Houston,TX,us
2016/7/12,houston machine learning,Houston,TX,us
2017/6/15,houston machine learning,Katy,TX,us
2017/2/17,houston machine learning,Sugar Land,TX,us
2017/3/21,houston machine learning,Houston,TX,us
2016/10/29,houston machine learning,Houston,TX,us
2016/7/23,houston machine learning,Houston,TX,us
2017/9/26,houston machine learning,Houston,TX,us
2017/4/19,houston machine learning,Houston,TX,us
2016/8/13,houston machine learning,Houston,TX,us
2017/2/7,houston machine learning,Sugar Land,TX,us
2017/8/15,houston machine learning,Houston,TX,us
2016/9/6,houston machine learning,Houston,TX,us
2017/6/12,houston machine learning,Houston,TX,us
2017/6/10,houston machine learning,Houston,TX,us
2017/7/10,houston machine learning,Houston,TX,us
2017/9/10,houston machine learning,Houston,TX,us
2016/8/3,houston machine learning,Houston,TX,us
2017/3/7,houston machine learning,Seattle,WA,us
2016/9/30,houston machine learning,Houston,TX,us
2017/4/18,houston machine learning,Houston,TX,us
2016/12/8,houston machine learning,Houston,TX,us
2017/7/10,houston machine learning,Houston,TX,us
2016/7/21,houston machine learning,Sugar Land,TX,us
2017/3/28,houston machine learning,Spring,TX,us
2016/12/10,houston machine learning,Houston,TX,us
2017/8/20,houston machine learning,Houston,TX,us
2017/6/12,houston machine learning,Orlando,FL,us
2017/9/5,houston machine learning,Spring,TX,us
2017/7/19,houston machine learning,Houston,TX,us
2016/7/21,houston machine learning,Houston,TX,us
2017/7/29,houston machine learning,Houston,TX,us
2017/5/16,houston machine learning,Houston,TX,us
2017/1/6,houston machine learning,Lafayette,LA,us
2017/3/26,houston machine learning,Houston,TX,us
2017/8/17,houston machine learning,Houston,TX,us
2016/7/13,houston machine learning,Houston,TX,us
2017/6/16,houston machine learning,Houston,TX,us
2016/7/19,houston machine learning,Houston,TX,us
2017/3/20,houston machine learning,Houston,TX,us
2017/1/21,houston machine learning,Houston,TX,us
2016/12/18,houston machine learning,Houston,TX,us
2017/3/14,houston machine learning,Houston,TX,us
2017/8/20,houston machine learning,Houston,TX,us
2017/5/19,houston machine learning,Houston,TX,us
2017/5/7,houston machine learning,Houston,TX,us
2016/10/5,houston machine learning,Houston,TX,us
2017/3/29,houston machine learning,Houston,TX,us
2016/12/9,houston machine learning,Houston,TX,us
2017/9/29,houston machine learning,Long Island City,NY,us
2017/8/29,houston machine learning,College Station,TX,us
2017/4/29,houston machine learning,Houston,TX,us
2017/3/12,houston machine learning,Houston,TX,us
2017/6/5,houston machine learning,Spring,TX,us
2017/9/3,houston machine learning,Houston,TX,us
2017/8/24,houston machine learning,Houston,TX,us
2017/8/22,houston machine learning,Houston,TX,us
2017/4/21,houston machine learning,Houston,TX,us
2016/8/19,houston machine learning,Houston,TX,us
2017/4/6,houston machine learning,Houston,TX,us
2017/2/23,houston machine learning,League City,TX,us
2017/3/18,houston machine learning,Houston,TX,us
2017/4/3,houston machine learning,Petaling Jaya,,my
2017/9/4,houston machine learning,Houston,TX,us
2017/9/3,houston machine learning,Conroe,TX,us
2017/5/16,houston machine learning,Houston,TX,us
2017/7/1,houston machine learning,Houston,TX,us
2017/2/7,houston machine learning,Houston,TX,us
2017/3/24,houston machine learning,Houston,TX,us
2017/1/27,houston machine learning,Cypress,TX,us
2017/8/17,houston machine learning,Houston,TX,us
2017/7/14,houston machine learning,Houston,TX,us
2016/12/9,houston machine learning,Houston,TX,us
2017/9/16,houston machine learning,Houston,TX,us
2016/10/27,houston machine learning,Tomball,TX,us
2017/4/8,houston machine learning,Cypress,TX,us
2017/1/11,houston machine learning,Houston,TX,us
2017/7/12,houston machine learning,Houston,TX,us
2017/6/5,houston machine learning,Houston,TX,us
2017/5/20,houston machine learning,Houston,TX,us
2017/7/5,houston machine learning,Houston,TX,us
2016/12/17,houston machine learning,Houston,TX,us
2017/4/28,houston machine learning,Houston,TX,us
2016/7/22,houston machine learning,Houston,TX,us
2017/9/27,houston machine learning,Houston,TX,us
2017/8/8,houston machine learning,Houston,TX,us
2017/7/17,houston machine learning,Houston,TX,us
2016/12/10,houston machine learning,Katy,TX,us
2017/6/24,houston machine learning,Katy,TX,us
2017/1/19,houston machine learning,Houston,TX,us
2016/7/18,houston machine learning,Houston,TX,us
2016/9/1,houston machine learning,Houston,TX,us
2017/9/8,houston machine learning,Houston,TX,us
2017/4/22,houston machine learning,Austin,TX,us
2017/9/17,houston machine learning,Houston,TX,us
2017/1/26,houston machine learning,Houston,TX,us
2017/9/10,houston machine learning,Houston,TX,us
2017/3/25,houston machine learning,Houston,TX,us
2017/8/25,houston machine learning,Houston,TX,us
2017/7/30,houston machine learning,Houston,TX,us
2016/8/20,houston machine learning,Houston,TX,us
2016/8/13,houston machine learning,Spring,TX,us
2017/5/23,houston machine learning,Katy,TX,us
2017/1/14,houston machine learning,Houston,TX,us
2017/8/18,houston machine learning,Houston,TX,us
2016/12/10,houston machine learning,Houston,TX,us
2017/9/22,houston machine learning,Houston,TX,us
2017/7/6,houston machine learning,Houston,TX,us
2017/4/27,houston machine learning,Houston,TX,us
2017/5/10,houston machine learning,Delhi,,in
2017/10/11,houston machine learning,Houston,TX,us
2016/7/12,houston machine learning,Houston,TX,us
2016/12/22,houston machine learning,Helotes,TX,us
2017/2/14,houston machine learning,Amherst,MA,us
2017/4/11,houston machine learning,Houston,TX,us
2017/6/4,houston machine learning,Seabrook,TX,us
2016/8/22,houston machine learning,Houston,TX,us
2016/9/24,houston machine learning,Houston,TX,us
2017/10/1,houston machine learning,Pearland,TX,us
2017/9/25,houston machine learning,Houston,TX,us
2016/12/5,houston machine learning,Houston,TX,us
2016/7/9,houston machine learning,Houston,TX,us
2017/5/19,houston machine learning,Houston,TX,us
2016/11/3,houston machine learning,Berlin,,de
2017/9/29,houston machine learning,Houston,TX,us
2016/9/19,houston machine learning,Houston,TX,us
2017/2/10,houston machine learning,Houston,TX,us
2016/8/3,houston machine learning,Houston,TX,us
2017/3/21,houston machine learning,New York,NY,us
2017/5/15,houston machine learning,Houston,TX,us
2017/3/22,houston machine learning,Sugar Land,TX,us
2016/7/23,houston machine learning,Houston,TX,us
2016/11/5,houston machine learning,Houston,TX,us
2016/11/5,houston machine learning,Missouri City,TX,us
2017/3/25,houston machine learning,Houston,TX,us
2016/7/9,houston machine learning,Houston,TX,us
2017/6/1,houston machine learning,Houston,TX,us
2017/9/28,houston machine learning,Cypress,TX,us
2017/4/28,houston machine learning,Houston,TX,us
2017/2/24,houston machine learning,Houston,TX,us
2016/7/20,houston machine learning,Spring,TX,us
2017/2/5,houston machine learning,Houston,TX,us
